,Section,Section name,SIC2dg1,Division name,Group,Group name,Class,Class name,Sub class,Sub class name
0, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,111,"Growing of cereals (except rice), leguminous crops and oil seeds",nan,
1, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,112,Growing of rice,nan,
2, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,113,"Growing of vegetables and melons, roots and tubers",nan,
3, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,114,Growing of sugar cane,nan,
4, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,115,Growing of tobacco,nan,
5, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,116,Growing of fibre crops,nan,
6, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,119,Growing of other non-perennial crops,nan,
7, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,121,Growing of grapes,nan,
8, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,122,Growing of tropical and subtropical fruits,nan,
9, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,123,Growing of citrus fruits,nan,
10, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,124,Growing of pome fruits and stone fruits,nan,
11, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,125,Growing of other tree and bush fruits and nuts,nan,
12, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,126,Growing of oleaginous fruits,nan,
13, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,127,Growing of beverage crops,nan,
14, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,128,"Growing of spices, aromatic, drug and pharmaceutical crops",nan,
15, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,129,Growing of other perennial crops,nan,
16, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",13,Plant propagation,130,Plant propagation,nan,
17, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,141,Raising of dairy cattle,nan,
18, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,142,Raising of other cattle and buffaloes,nan,
19, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,143,Raising of horses and other equines,nan,
20, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,144,Raising of camels and camelids,nan,
21, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,145,Raising of sheep and goats,nan,
22, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,146,Raising of swine/pigs,nan,
23, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,147,Raising of poultry,nan,
24, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,149,Raising of other animals,nan,
25, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",15,Mixed farming,150,Mixed farming,nan,
26, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,161,Support activities for crop production,nan,
27, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,162,Support activities for animal production,nan,
28, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,162,Support activities for animal production,1621,Farm animal boarding and care
29, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,162,Support activities for animal production,1629,Support activities for animal production (other than farm animal boarding and care) n.e.c.
30, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,163,Post-harvest crop activities,nan,
31, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,164,Seed processing for propagation,nan,
32, A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",17,"Hunting, trapping and related service activities",170,"Hunting, trapping and related service activities",nan,
33, A,"Agriculture, forestry and fishing",2,Forestry and logging,21,Silviculture and other forestry activities,210,Silviculture and other forestry activities,nan,
34, A,"Agriculture, forestry and fishing",2,Forestry and logging,22,Logging,220,Logging,nan,
35, A,"Agriculture, forestry and fishing",2,Forestry and logging,23,Gathering of wild growing non-wood products,230,Gathering of wild growing non-wood products,nan,
36, A,"Agriculture, forestry and fishing",2,Forestry and logging,24,Support services to forestry,240,Support services to forestry,nan,
37, A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,31,Fishing,311,Marine fishing,nan,
38, A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,31,Fishing,312,Freshwater fishing,nan,
39, A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,32,Aquaculture,321,Marine aquaculture,nan,
40, A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,32,Aquaculture,322,Freshwater aquaculture,nan,
41, B,Mining and quarrying,5,Mining of coal and lignite,51,Mining of hard coal,510,Mining of hard coal,nan,
42, B,Mining and quarrying,5,Mining of coal and lignite,51,Mining of hard coal,510,Mining of hard coal,5101,Mining of hard coal from deep coal mines (underground mining)
43, B,Mining and quarrying,5,Mining of coal and lignite,51,Mining of hard coal,510,Mining of hard coal,5102,Mining of hard coal from open cast coal working (surface mining)
44, B,Mining and quarrying,5,Mining of coal and lignite,52,Mining of lignite,520,Mining of lignite,nan,
45, B,Mining and quarrying,6,Extraction of crude petroleum and natural gas,61,Extraction of crude petroleum,610,Extraction of crude petroleum,nan,
46, B,Mining and quarrying,6,Extraction of crude petroleum and natural gas,62,Extraction of natural gas,620,Extraction of natural gas,nan,
47, B,Mining and quarrying,7,Mining of metal ores,71,Mining of iron ores,710,Mining of iron ores,nan,
48, B,Mining and quarrying,7,Mining of metal ores,72,Mining of non-ferrous metal ores,721,Mining of uranium and thorium ores,nan,
49, B,Mining and quarrying,7,Mining of metal ores,72,Mining of non-ferrous metal ores,729,Mining of other non-ferrous metal ores,nan,
50, B,Mining and quarrying,8,Other mining and quarrying,81,"Quarrying of stone, sand and clay",811,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",nan,
51, B,Mining and quarrying,8,Other mining and quarrying,81,"Quarrying of stone, sand and clay",812,Operation of gravel and sand pits; mining of clays and kaolin,nan,
52, B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,891,Mining of chemical and fertiliser minerals,nan,
53, B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,892,Extraction of peat,nan,
54, B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,893,Extraction of salt,nan,
55, B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,899,Other mining and quarrying n.e.c.,nan,
56, B,Mining and quarrying,9,Mining support service activities,91,Support activities for petroleum and natural gas extraction,910,Support activities for petroleum and natural gas extraction,nan,
57, B,Mining and quarrying,9,Mining support service activities,99,Support activities for other mining and quarrying,990,Support activities for other mining and quarrying,nan,
58, C,Manufacturing,10,Manufacture of food products,101,Processing and preserving of meat and production of meat products,1011,Processing and preserving of meat,nan,
59, C,Manufacturing,10,Manufacture of food products,101,Processing and preserving of meat and production of meat products,1012,Processing and preserving of poultry meat,nan,
60, C,Manufacturing,10,Manufacture of food products,101,Processing and preserving of meat and production of meat products,1013,Production of meat and poultry meat products,nan,
61, C,Manufacturing,10,Manufacture of food products,102,"Processing and preserving of fish, crustaceans and molluscs",1020,"Processing and preserving of fish, crustaceans and molluscs",nan,
62, C,Manufacturing,10,Manufacture of food products,103,Processing and preserving of fruit and vegetables,1031,Processing and preserving of potatoes,nan,
63, C,Manufacturing,10,Manufacture of food products,103,Processing and preserving of fruit and vegetables,1032,Manufacture of fruit and vegetable juice,nan,
64, C,Manufacturing,10,Manufacture of food products,103,Processing and preserving of fruit and vegetables,1039,Other processing and preserving of fruit and vegetables,nan,
65, C,Manufacturing,10,Manufacture of food products,104,Manufacture of vegetable and animal oils and fats,1041,Manufacture of oils and fats,nan,
66, C,Manufacturing,10,Manufacture of food products,104,Manufacture of vegetable and animal oils and fats,1042,Manufacture of margarine and similar edible fats,nan,
67, C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,nan,
68, C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,10511,Liquid milk and cream production
69, C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,10512,Butter and cheese production
70, C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,10519,"Manufacture of milk products (other than liquid milk and cream, butter, cheese) n.e.c."
71, C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1052,Manufacture of ice cream,nan,
72, C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1061,Manufacture of grain mill products,nan,
73, C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1061,Manufacture of grain mill products,10611,Grain milling
74, C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1061,Manufacture of grain mill products,10612,Manufacture of breakfast cereals and cereals-based foods
75, C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1062,Manufacture of starches and starch products,nan,
76, C,Manufacturing,10,Manufacture of food products,107,Manufacture of bakery and farinaceous products,1071,Manufacture of bread; manufacture of fresh pastry goods and cakes,nan,
77, C,Manufacturing,10,Manufacture of food products,107,Manufacture of bakery and farinaceous products,1072,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,nan,
78, C,Manufacturing,10,Manufacture of food products,107,Manufacture of bakery and farinaceous products,1073,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",nan,
79, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1081,Manufacture of sugar,nan,
80, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1082,"Manufacture of cocoa, chocolate and sugar confectionery",nan,
81, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1082,"Manufacture of cocoa, chocolate and sugar confectionery",10821,"Manufacture of cocoa, and chocolate confectionery"
82, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1082,"Manufacture of cocoa, chocolate and sugar confectionery",10822,Manufacture of sugar confectionery
83, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1083,Processing of tea and coffee,nan,
84, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1083,Processing of tea and coffee,10831,Tea processing
85, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1083,Processing of tea and coffee,10832,Production of coffee and coffee substitutes
86, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1084,Manufacture of condiments and seasonings,nan,
87, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1085,Manufacture of prepared meals and dishes,nan,
88, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1086,Manufacture of homogenised food preparations and dietetic food,nan,
89, C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1089,Manufacture of other food products n.e.c.,nan,
90, C,Manufacturing,10,Manufacture of food products,109,Manufacture of prepared animal feeds,1091,Manufacture of prepared feeds for farm animals,nan,
91, C,Manufacturing,10,Manufacture of food products,109,Manufacture of prepared animal feeds,1092,Manufacture of prepared pet foods,nan,
92, C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1101,"Distilling, rectifying and blending of spirits",nan,
93, C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1102,Manufacture of wine from grape,nan,
94, C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1103,Manufacture of cider and other fruit wines,nan,
95, C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1104,Manufacture of other non-distilled fermented beverages,nan,
96, C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1105,Manufacture of beer,nan,
97, C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1106,Manufacture of malt,nan,
98, C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1107,Manufacture of soft drinks; production of mineral waters and other bottled waters,nan,
99, C,Manufacturing,12,Manufacture of tobacco products,120,Manufacture of tobacco products,1200,Manufacture of tobacco products,nan,
100, C,Manufacturing,13,Manufacture of textiles,131,Preparation and spinning of textile fibres,1310,Preparation and spinning of textile fibres,nan,
101, C,Manufacturing,13,Manufacture of textiles,132,Weaving of textiles,1320,Weaving of textiles,nan,
102, C,Manufacturing,13,Manufacture of textiles,133,Finishing of textiles,1330,Finishing of textiles,nan,
103, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1391,Manufacture of knitted and crocheted fabrics,nan,
104, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",nan,
105, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",13921,Manufacture of soft furnishings
106, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",13922,"Manufacture of canvas goods, sacks etc."
107, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",13923,Manufacture of household textiles (other than soft furnishings of 13.92/1)
108, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1393,Manufacture of carpets and rugs,nan,
109, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1393,Manufacture of carpets and rugs,13931,Manufacture of woven or tufted carpets and rugs
110, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1393,Manufacture of carpets and rugs,13939,Manufacture of carpets and rugs (other than woven or tufted) n.e.c.
111, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1394,"Manufacture of cordage, rope, twine and netting",nan,
112, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1395,"Manufacture of non-wovens and articles made from non-wovens, except apparel",nan,
113, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1396,Manufacture of other technical and industrial textiles,nan,
114, C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1399,Manufacture of other textiles n.e.c.,nan,
115, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1411,Manufacture of leather clothes,nan,
116, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1412,Manufacture of workwear,nan,
117, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1413,Manufacture of other outerwear,nan,
118, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1413,Manufacture of other outerwear,14131,"Manufacture of men's outerwear, other than leather clothes and workwear"
119, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1413,Manufacture of other outerwear,14132,"Manufacture of women's outerwear, other than leather clothes and workwear"
120, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1414,Manufacture of underwear,nan,
121, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1414,Manufacture of underwear,14141,Manufacture of men's underwear
122, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1414,Manufacture of underwear,14142,Manufacture of women's underwear
123, C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1419,Manufacture of other wearing apparel and accessories,nan,
124, C,Manufacturing,14,Manufacture of wearing apparel,142,Manufacture of articles of fur,1420,Manufacture of articles of fur,nan,
125, C,Manufacturing,14,Manufacture of wearing apparel,143,Manufacture of knitted and crocheted apparel,1431,Manufacture of knitted and crocheted hosiery,nan,
126, C,Manufacturing,14,Manufacture of wearing apparel,143,Manufacture of knitted and crocheted apparel,1439,Manufacture of other knitted and crocheted apparel,nan,
127, C,Manufacturing,15,Manufacture of leather and related products,151,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",1511,Tanning and dressing of leather; dressing and dyeing of fur,nan,
128, C,Manufacturing,15,Manufacture of leather and related products,151,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",1512,"Manufacture of luggage, handbags and the like, saddlery and harness",nan,
129, C,Manufacturing,15,Manufacture of leather and related products,152,Manufacture of footwear,1520,Manufacture of footwear,nan,
130, C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",161,Sawmilling and planing of wood,1610,Sawmilling and planing of wood,nan,
131, C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1621,Manufacture of veneer sheets and wood-based panels,nan,
132, C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1622,Manufacture of assembled parquet floors,nan,
133, C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1623,Manufacture of other builders' carpentry and joinery,nan,
134, C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1624,Manufacture of wooden containers,nan,
135, C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",nan,
136, C,Manufacturing,17,Manufacture of paper and paper products,171,"Manufacture of pulp, paper and paperboard",1711,Manufacture of pulp,nan,
137, C,Manufacturing,17,Manufacture of paper and paper products,171,"Manufacture of pulp, paper and paperboard",1712,Manufacture of paper and paperboard,nan,
138, C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1721,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,nan,
139, C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1721,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17211,Manufacture of corrugated paper and paperboard; manufacture of sacks and bags of paper
140, C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1721,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17219,Manufacture of paper and paperboard containers other than sacks and bags
141, C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1722,Manufacture of household and sanitary goods and of toilet requisites,nan,
142, C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1723,Manufacture of paper stationery,nan,
143, C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1724,Manufacture of wallpaper,nan,
144, C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1729,Manufacture of other articles of paper and paperboard,nan,
145, C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1811,Printing of newspapers,nan,
146, C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1812,Other printing,nan,
147, C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1812,Other printing,18121,Manufacture of printed labels
148, C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1812,Other printing,18129,Printing (other than printing of newspapers and printing on labels and tags) n.e.c.
149, C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1813,Pre-press and pre-media services,nan,
150, C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1814,Binding and related services,nan,
151, C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,nan,
152, C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,18201,Reproduction of sound recording
153, C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,18202,Reproduction of video recording
154, C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,18203,Reproduction of computer media
155, C,Manufacturing,19,Manufacture of coke and refined petroleum products,191,Manufacture of coke oven products,1910,Manufacture of coke oven products,nan,
156, C,Manufacturing,19,Manufacture of coke and refined petroleum products,192,Manufacture of refined petroleum products,1920,Manufacture of refined petroleum products,nan,
157, C,Manufacturing,19,Manufacture of coke and refined petroleum products,192,Manufacture of refined petroleum products,1920,Manufacture of refined petroleum products,19201,Mineral oil refining
158, C,Manufacturing,19,Manufacture of coke and refined petroleum products,192,Manufacture of refined petroleum products,1920,Manufacture of refined petroleum products,19209,Other treatment of petroleum products (excluding mineral oil refining/petrochemicals manufacture)
159, C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2011,Manufacture of industrial gases,nan,
160, C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2012,Manufacture of dyes and pigments,nan,
161, C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2013,Manufacture of other inorganic basic chemicals,nan,
162, C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2014,Manufacture of other organic basic chemicals,nan,
163, C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2015,Manufacture of fertilisers and nitrogen compounds,nan,
164, C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2016,Manufacture of plastics in primary forms,nan,
165, C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2017,Manufacture of synthetic rubber in primary forms,nan,
166, C,Manufacturing,20,Manufacture of chemicals and chemical products,202,Manufacture of pesticides and other agrochemical products,2020,Manufacture of pesticides and other agrochemical products,nan,
167, C,Manufacturing,20,Manufacture of chemicals and chemical products,203,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2030,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",nan,
168, C,Manufacturing,20,Manufacture of chemicals and chemical products,203,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2030,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20301,"Manufacture of paints, varnishes and similar coatings, mastics and sealants"
169, C,Manufacturing,20,Manufacture of chemicals and chemical products,203,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2030,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20302,Manufacture of printing ink
170, C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2041,"Manufacture of soap and detergents, cleaning and polishing preparations",nan,
171, C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2041,"Manufacture of soap and detergents, cleaning and polishing preparations",20411,Manufacture of soap and detergents
172, C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2041,"Manufacture of soap and detergents, cleaning and polishing preparations",20412,Manufacture of cleaning and polishing preparations
173, C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2042,Manufacture of perfumes and toilet preparations,nan,
174, C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2051,Manufacture of explosives,nan,
175, C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2052,Manufacture of glues,nan,
176, C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2053,Manufacture of essential oils,nan,
177, C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2059,Manufacture of other chemical products n.e.c.,nan,
178, C,Manufacturing,20,Manufacture of chemicals and chemical products,206,Manufacture of man-made fibres,2060,Manufacture of man-made fibres,nan,
179, C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,211,Manufacture of basic pharmaceutical products,2110,Manufacture of basic pharmaceutical products,nan,
180, C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,212,Manufacture of pharmaceutical preparations,2120,Manufacture of pharmaceutical preparations,nan,
181, C,Manufacturing,22,Manufacture of rubber and plastic products,221,Manufacture of rubber products,2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,nan,
182, C,Manufacturing,22,Manufacture of rubber and plastic products,221,Manufacture of rubber products,2219,Manufacture of other rubber products,nan,
183, C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2221,"Manufacture of plastic plates, sheets, tubes and profiles",nan,
184, C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2222,Manufacture of plastic packing goods,nan,
185, C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2223,Manufacture of builders’ ware of plastic,nan,
186, C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2229,Manufacture of other plastic products,nan,
187, C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2311,Manufacture of flat glass,nan,
188, C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2312,Shaping and processing of flat glass,nan,
189, C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2313,Manufacture of hollow glass,nan,
190, C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2314,Manufacture of glass fibres,nan,
191, C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2319,"Manufacture and processing of other glass, including technical glassware",nan,
192, C,Manufacturing,23,Manufacture of other non-metallic mineral products,232,Manufacture of refractory products,2320,Manufacture of refractory products,nan,
193, C,Manufacturing,23,Manufacture of other non-metallic mineral products,233,Manufacture of clay building materials,2331,Manufacture of ceramic tiles and flags,nan,
194, C,Manufacturing,23,Manufacture of other non-metallic mineral products,233,Manufacture of clay building materials,2332,"Manufacture of bricks, tiles and construction products, in baked clay",nan,
